sigma, x , y
1.1100000000000003,0.198152,0.417753
0.9100000000000001,0.238893,0.376002
1.1500000000000001,0.272791,0.371681
0.9700000000000001,0.260478,0.406138
0.9700000000000001,0.297855,0.396281
1.0100000000000002,0.307669,0.362253
1.0500000000000003,0.330857,0.38708
0.9100000000000001,0.356031,0.411065
1.0900000000000003,0.324182,0.420016
0.9500000000000002,0.391972,0.363326
1.0700000000000003,0.361673,0.375081
1.1300000000000001,0.385935,0.39972
1.0300000000000002,0.416468,0.386892
1.1300000000000001,0.449542,0.379221
0.8700000000000001,0.481095,0.369774
0.9300000000000002,0.473305,0.401965
1.0700000000000003,0.439903,0.411769
1.0100000000000002,0.504309,0.392322
0.9900000000000001,0.536832,0.383443
0.9700000000000001,0.529564,0.414422
0.9100000000000001,0.56718,0.374261
0.9900000000000001,0.561518,0.404161
0.9700000000000001,0.598827,0.365502
0.8900000000000001,0.596312,0.395819
0.9700000000000001,0.624103,0.384238
0.8900000000000001,0.650622,0.402079
0.9900000000000001,0.654397,0.37151
0.9700000000000001,0.623266,0.417284
0.9500000000000002,0.679333,0.394898
1.0900000000000003,0.715472,0.381409
1.1700000000000002,0.707523,0.416226
1.1100000000000003,0.748866,0.367996
1.1100000000000003,0.741686,0.404274
1.0700000000000003,0.775703,0.391442
0.9900000000000001,0.835951,0.365906
0.9500000000000002,0.807024,0.377337
1.0700000000000003,0.830236,0.399168
1.0300000000000002,0.801629,0.415571
1.1900000000000002,0.866231,0.386937
0.9300000000000002,0.90795,0.382804
1.1900000000000002,0.893864,0.414702
0.9900000000000001,0.971191,0.366792
0.9900000000000001,0.962036,0.398365
0.9500000000000002,0.939408,0.374372
1.0500000000000003,0.929151,0.408389
1.1100000000000003,0.0111109,0.45199
1.1300000000000001,0.0451581,0.437699
0.9100000000000001,0.0443195,0.469344
0.81,-0.00460783,0.480067
0.9100000000000001,0.0798208,0.426075
0.9900000000000001,0.0745144,0.459013
0.9900000000000001,0.107284,0.45148
1.0900000000000003,0.0966829,0.483641
0.81,0.136332,0.438863
0.9900000000000001,0.165378,0.428111
1.1300000000000001,0.161755,0.462694
1.0500000000000003,0.129762,0.475684
0.9100000000000001,0.192398,0.451068
1.0300000000000002,0.213732,0.475773
1.1900000000000002,0.22508,0.441649
0.9700000000000001,0.258138,0.438743
0.9500000000000002,0.247413,0.470249
1.1300000000000001,0.289038,0.428852
0.9500000000000002,0.278959,0.461232
0.9500000000000002,0.314391,0.452712
1.0500000000000003,0.339229,0.474428
0.8900000000000001,0.346423,0.442897
1.0300000000000002,0.304976,0.48283
0.9500000000000002,0.375565,0.434257
0.8700000000000001,0.370315,0.464169
1.0100000000000002,0.408655,0.424755
0.9500000000000002,0.399907,0.456132
0.9500000000000002,0.433342,0.446241
1.0100000000000002,0.458647,0.466496
1.0300000000000002,0.465218,0.433655
1.0300000000000002,0.425519,0.478439
1.0700000000000003,0.49704,0.42461
0.8900000000000001,0.489879,0.457338
1.0900000000000003,0.522294,0.447852
0.9900000000000001,0.548423,0.472756
0.9100000000000001,0.51832,0.480887
0.9500000000000002,0.589177,0.42484
1.0700000000000003,0.555403,0.437552
1.1100000000000003,0.582399,0.461852
1.0100000000000002,0.607132,0.484308
0.9700000000000001,0.614819,0.449665
1.0500000000000003,0.63778,0.472103
0.77,0.642931,0.442082
0.9900000000000001,0.669406,0.462328
1.1100000000000003,0.671276,0.427644
1.0900000000000003,0.700414,0.451782
1.0100000000000002,0.728492,0.473734
0.9700000000000001,0.695962,0.487032
1.1300000000000001,0.768486,0.427333
1.0100000000000002,0.735427,0.439348
1.0700000000000003,0.761705,0.463177
1.0500000000000003,0.795438,0.449251
0.8300000000000001,0.790812,0.482135
0.9500000000000002,0.825816,0.436435
0.9700000000000001,0.82011,0.472431
1.0100000000000002,0.857471,0.422979
1.1300000000000001,0.853157,0.457945
0.9500000000000002,0.887096,0.449506
0.9700000000000001,0.92075,0.440749
1.1100000000000003,0.912934,0.474436
1.0900000000000003,0.87812,0.482771
0.9500000000000002,0.976067,0.457881
1.0900000000000003,0.953478,0.435476
0.8700000000000001,0.94377,0.467616
0.8900000000000001,-0.00793997,0.510078
1.1900000000000002,0.0236101,0.495756
1.1300000000000001,0.0174893,0.532004
0.9100000000000001,0.0661444,0.491026
1.0100000000000002,0.0514363,0.520409
1.0500000000000003,0.0861744,0.516094
0.9700000000000001,0.110388,0.539838
0.9100000000000001,0.118148,0.508001
0.9500000000000002,0.154065,0.497592
1.0700000000000003,0.143237,0.528682
0.9100000000000001,0.184021,0.489236
0.8700000000000001,0.177495,0.520239
1.0900000000000003,0.209659,0.509563
0.9100000000000001,0.232066,0.534854
1.0700000000000003,0.200202,0.542761
1.0100000000000002,0.271133,0.493216
0.9500000000000002,0.240725,0.502343
1.0500000000000003,0.263044,0.526157
1.0300000000000002,0.295221,0.514763
1.1100000000000003,0.317935,0.5384
0.9300000000000002,0.330188,0.506042
0.9300000000000002,0.360434,0.498266
0.9100000000000001,0.351774,0.527644
1.0300000000000002,0.391997,0.489552
0.9300000000000002,0.383878,0.520428
0.9900000000000001,0.417219,0.511547
1.0700000000000003,0.411687,0.543964
1.0300000000000002,0.445765,0.533905
1.1700000000000002,0.452198,0.500523
0.9100000000000001,0.48611,0.48763
0.9500000000000002,0.479021,0.522739
1.0900000000000003,0.509291,0.510813
0.9100000000000001,0.543547,0.504374
1.0500000000000003,0.534792,0.536557
0.9300000000000002,0.57309,0.493148
1.0100000000000002,0.566496,0.526549
1.0900000000000003,0.598945,0.516908
1.0100000000000002,0.632768,0.505919
1.0700000000000003,0.663673,0.495394
1.0100000000000002,0.658928,0.528645
0.9900000000000001,0.625214,0.537507
0.9500000000000002,0.68992,0.518951
1.0100000000000002,0.721669,0.506161
0.9300000000000002,0.681609,0.55144
1.0300000000000002,0.713776,0.54261
0.9900000000000001,0.7552,0.495632
1.1500000000000001,0.746594,0.528
0.9900000000000001,0.781725,0.515188
0.9700000000000001,0.812774,0.503895
1.1900000000000002,0.838087,0.527647
1.0900000000000003,0.84588,0.493745
1.0700000000000003,0.80522,0.53902
1.0300000000000002,0.871317,0.518329
0.8300000000000001,0.895792,0.538096
0.9900000000000001,0.903632,0.50628
1.0300000000000002,0.966419,0.490617
0.9300000000000002,0.958575,0.523408
0.9100000000000001,0.934711,0.500236
1.0300000000000002,0.926477,0.531967
1.0100000000000002,0.985156,0.54171
1.0500000000000003,0.00974212,0.56591
1.0100000000000002,0.00312723,0.598847
0.9900000000000001,0.0435795,0.55578
1.1100000000000003,0.0368593,0.588609
1.0700000000000003,0.076597,0.54875
1.0300000000000002,0.0706755,0.581176
1.0100000000000002,0.101595,0.572097
0.9300000000000002,0.0958934,0.605728
1.1500000000000001,0.135698,0.563863
0.9900000000000001,0.125641,0.597258
1.0500000000000003,0.169048,0.553988
